icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
a3a155,1669343473,KBOS,1669347486,KBUF,DAL2485 ,1529,268,251,23,0,15
a9803e,1669345166,OPMT,1669345828,OP18,SPHR33  ,71,6,27681,2248,0,0
aaaddc,1669344623,KBWI,1669347547,KALB,SWA2495 ,479,52,484,79,1,9
ac8dc7,1669341994,KFUL,1669342694,KAVX,N908KB  ,588,1,22171,213,1,0
ad2573,1669342052,KBUR,1669345198,KSMF,SWA2067 ,1147,136,2699,23,2,20
ad87aa,1669346767,KDEN,1669348619,,LYM5560 ,3270,123,,,5,0
c01a05,1669343874,CYVR,1669344869,,WEN3326 ,763,10,,,0,0
c06a8b,1669344284,CYYZ,1669346418,,JZA205  ,1169,21,,,1,0
c8235a,1669344243,NZCH,1669345718,NZCH,ZKIAJ   ,1032,160,1376,130,1,3
151ef0,1669342926,,1669345092,UIII,SBI6338 ,,,246,106,0,0
4bab2e,1669344306,,1669346159,LTBA,THY5NL  ,,,8590,1192,0,2
70c0fb,1669343406,,1669345918,OTBD,OMA501  ,,,3309,35,0,2
71c061,1669343362,,1669346101,RKSS,JJA108  ,,,2825,27,0,4
7504aa,1669344528,,1669346277,WBKK,AXM6261 ,,,1057,12,0,0
881058,1669343772,VTBD,1669344610,,NOK372  ,4237,538,,,0,0
7c175e,1669343153,,1669345031,YTWB,EWG     ,,,998,26,0,2
7c39f6,1669346670,YSCB,1669348617,YSSY,QLK438D ,239,4,1124,14,0,2
7c39f6,1669341727,YSSY,1669343937,YSCB,QLK435D ,1371,39,625,26,0,1
a2b2d2,1669345293,KEEN,1669346575,KBED,N273NE  ,3786,643,572,32,0,7
ab533c,1669344282,K0C4,1669346614,KLNK,KSU29   ,14517,839,2930,85,0,14
c07966,1669342262,CYYZ,1669342876,CYYZ,ACA     ,1428,21,1385,21,1,4
e49526,1669343766,,1669347171,,GLO1864 ,,,,,0,0
4bcc67,1669345142,,1669347081,,THY4SL  ,,,,,0,0
8014e9,1669344303,VIDP,1669346395,,LLR821  ,907,0,,,1,0
89910f,1669343260,,1669344799,RCSS,XXXXX   ,,,4684,169,0,1
7c0ad6,1669345009,,1669345741,YPPF,CFC     ,,,422,17,0,4
7c3336,1669344853,YPPF,1669347860,YPPF,KEG     ,1178,20,222,32,2,4
7c4304,1669343706,YMPC,1669346906,YMPC,NIU     ,307,49,874,49,0,4
7c4348,1669346099,YBBN,1669347658,,UTY4356 ,2043,95,,,0,0
a3d874,1669345501,,1669346262,KHVN,N347MT  ,,,6169,186,0,4
a699b0,1669345414,MMTJ,1669348689,,VOI476  ,5646,811,,,2,0
ab6624,1669344626,K2W6,1669345620,KCGE,N8332G  ,855,48,2214,115,5,7
c01e13,1669341727,CYKF,1669347737,CYHZ,FLE823  ,1540,67,1251,53,1,1
e03050,1669343911,,1669345527,SABE,ARG1489 ,,,2888,63,0,7
71bd07,1669345471,RKSI,1669346454,,AAR997  ,3773,579,,,0,0
780662,1669346036,,1669346679,ZGSZ,CXA8365 ,,,8180,338,0,1
84b4b7,1669345549,,1669347351,RJBB,APJ232  ,,,5296,68,0,1
861f3c,1669342680,,1669346300,RJTT,ANA644  ,,,4135,73,0,2
862d0c,1669341966,RJTT,1669346002,,JAL553  ,1419,179,,,0,0
7c3e05,1669342581,YSBK,1669344569,YBTH,MJB     ,423,16,29346,1071,1,0
a44308,1669341761,KATL,1669346729,KDTW,DAL1426 ,1911,37,7601,313,0,8
a3a4b7,1669342460,,1669343366,KM90,N334AM  ,,,9478,1848,0,7
a6ce36,1669343472,,1669345930,KSEA,ASA832  ,,,1031,93,0,11
c05efc,1669342069,CYHZ,1669343458,,JZA126  ,1364,22,,,0,0
c82986,1669345440,NZWN,1669348349,NZHN,ANZ822M ,9047,970,8750,1745,0,1
c829db,1669345470,NZWL,1669346449,NZRT,ZKRGE   ,210,163,787,166,2,3
c829db,1669342478,NZRT,1669344456,NZWL,ZKRGE   ,332,135,156,141,0,3
e485b0,1669344463,,1669345609,SBMT,TAM3281 ,,,4137,779,0,2
e4966d,1669343795,,1669345308,SBBR,AZU4126 ,,,1102,37,0,2
71bd53,1669341734,,1669344298,RKSS,KAL1174 ,,,3617,58,0,5
758477,1669343194,,1669346257,RPLL,SRQ6055 ,,,2416,7,0,1
758598,1669342462,RPLL,1669344494,,ATX126  ,1105,0,,,1,0
7609b4,1669341780,,1669342495,,VIS1101 ,,,,,0,0
780f58,1669345464,,1669347647,ZGSZ,CXA8383 ,,,9080,392,0,2
801399,1669345507,,1669347559,,GOW389  ,,,,,0,0
88084f,1669342171,,1669344808,,AIQ3200 ,,,,,0,0
888189,1669346491,VVNB,1669347880,,HVN247  ,12438,1062,,,1,0
7c3d30,1669345401,YSSY,1669346459,YSSY,MDE     ,1622,46,1170,31,0,2
7c56d1,1669343190,YSBK,1669345648,,RFN     ,381,16,,,1,0
7cc540,1669342259,YRED,1669344387,YRED,R1651   ,163,0,383,7,0,2
a1c237,1669343601,,1669344325,KSLC,N212PB  ,,,2948,130,0,3
a7fbb3,1669343471,EDDK,1669346706,EGSS,UPS4    ,535,8,1693,84,1,7
ad48ea,1669343253,KSPG,1669344029,KSRQ,N955TG  ,1329,35,512,24,0,3
e08594,1669342180,,1669343899,SABE,JES3445 ,,,2529,63,0,7
780552,1669342093,,1669343103,,CQH8967 ,,,,,0,0
780673,1669344918,,1669348047,,CSN8757 ,,,,,0,0
868b50,1669343770,RJTT,1669347309,,ANA563  ,4581,210,,,0,0
881bc5,1669345800,,1669348228,VTBD,SNY203  ,,,24003,309,0,0
7c16d6,1669347049,YMEN,1669348648,YBUP,ESO     ,85,32,10253,754,1,2
7c80fe,1669343081,YSSY,1669345394,,RXA6866 ,1697,62,,,0,0
8a091b,1669344064,,1669347798,,BTK6887 ,,,,,0,0
ad5e27,1669345415,KSMF,1669348794,KLAX,SWA3269 ,1183,14,1685,38,5,8
ad7282,1669344192,KATL,1669347073,KGNV,DAL2133 ,619,53,6329,212,1,9
c05819,1669344512,CYVR,1669346489,CYYJ,CGHJK   ,12407,33,25561,64,0,4
4ca7f9,1669341888,LIMC,1669346687,LEBL,BCS460  ,1090,35,5307,324,2,0
7803b6,1669344493,ZGSZ,1669345826,,CSZ9239 ,11193,1085,,,0,0
8004fb,1669344997,VOBL,1669347223,VOMM,BDA201  ,1245,91,2368,37,1,1
7c436c,1669342747,YMPC,1669345454,YMPC,NLQ     ,331,42,666,57,0,4
a2090d,1669344990,KDEN,1669348271,,FFT987  ,4073,13,,,2,0
a5e0d3,1669346306,KBUR,1669348728,KLAS,SWA3428 ,1263,98,1293,161,2,3
c8290b,1669344445,NZCH,1669345265,NZRT,ZKEBJ   ,886,168,703,158,1,3
e495cf,1669344943,,1669346591,,AZU2745 ,,,,,0,0
0c2162,1669344383,,1669346514,SAEZ,CMP279  ,,,2158,5,0,4
71c337,1669342275,RJFF,1669345887,RKSI,JJA1407 ,1171,66,17333,1273,0,0
7810c1,1669342750,,1669344309,,LKE9715 ,,,,,0,0
800c47,1669342667,,1669344894,VIDP,VTLTD   ,,,2960,46,0,1
86ceb0,1669343060,RJTT,1669347099,RJOA,ANA677  ,1523,35,21429,636,0,0
7c4512,1669343310,YSSY,1669347148,YBBN,QJE1724 ,1356,24,2040,11,0,2
a442f3,1669347988,KJFK,1669348704,KLGA,DAL9965 ,919,186,355,97,0,3
a61219,1669344012,KSJC,1669346848,KBUR,SWA3418 ,1149,79,2681,6,2,4
aa97ff,1669344951,,1669347201,KCOS,N782AL  ,,,1381,178,0,5
c001b2,1669347519,,1669348782,CYAV,CFAQR   ,,,747,18,0,4
3c458e,1669342533,EGNX,1669347491,EDDP,BOX193  ,899,135,1201,27,0,6
846822,1669344361,,1669346443,,ANA1621 ,,,,,0,0
862df4,1669346174,,1669347923,RJBB,ANA1734 ,,,5249,60,0,1
86d68f,1669342053,RJFF,1669346216,,APJ520  ,1634,188,,,0,0
881054,1669344972,VTBD,1669347066,,NOK170  ,4728,492,,,0,0
8832cb,1669345755,VTBD,1669346576,,TLM806  ,4425,477,,,0,0
896388,1669346268,,1669348029,OMAA,ETD54N  ,,,20388,979,0,1
896586,1669343920,,1669347238,OMAM,ADY425  ,,,17903,913,0,1
899138,1669341863,RCNN,1669342968,,UIA8981 ,1454,209,,,1,0
7c1c99,1669342423,YPAD,1669343658,,FD574   ,1279,28,,,0,0
a19357,1669346195,KJFK,1669348685,KBWI,EDV4988 ,718,72,2124,29,0,7
a39630,1669342426,KATL,1669346596,OI45,DAL343  ,1757,98,7133,1615,0,14
a2ddfa,1669345652,,1669346677,4SD4,N284MR  ,,,817,88,0,3
a46a7e,1669343703,KATL,1669347899,FD38,DAL1578 ,1228,83,5225,840,1,8
a9eeb6,1669342608,KEWR,1669346033,,RPA3463 ,190,89,,,1,0
c00d9d,1669344946,CZBB,1669348709,CZBB,CFFEA   ,444,62,693,55,2,5
c02144,1669341609,KTEB,1669345436,CYYZ,CFMPN   ,379,10,2074,21,0,4
e49512,1669343560,SBKP,1669347959,,AZU4763 ,3040,344,,,0,0
4baaca,1669343979,,1669348520,LTBA,THY2QB  ,,,10470,1192,0,2
71c313,1669343347,RKSS,1669345429,,KAL1083 ,243,20,,,2,0
71c357,1669344090,RKSS,1669346002,,ABL8029 ,914,103,,,2,0
76d243,1669343161,,1669345915,,TGW427  ,,,,,0,0
7c5984,1669343528,YBBN,1669348235,YSSY,RXA337  ,1559,3,2945,21,0,2
7c6ca4,1669344745,YPPH,1669346459,,NWK1654 ,1227,48,,,0,0
7c7bd9,1669343120,YPPF,1669346619,YPPF,YQZ     ,670,2,780,20,2,4
7cf83a,1669344874,,1669346422,VVGL,ASY809  ,,,26668,2057,0,0
a05da4,1669345841,KCNW,1669346943,KDAL,N1221J  ,7365,1959,3277,49,5,9
a16227,1669345400,,1669346301,KLAS,N189AM  ,,,6032,207,0,3
aaad6d,1669342874,KLGB,1669345254,KLAS,SWA2840 ,1125,71,1288,169,3,3
abad6c,1669345225,KHOU,1669347223,KDAL,SWA22   ,5775,1228,3121,34,1,9
c82284,1669346061,NZCH,1669348029,,ANZ852M ,1183,122,,,1,0
0d0d09,1669346135,MMMX,1669347008,,VIV1216 ,3773,368,,,0,0
780b31,1669342642,,1669343321,ZGSZ,CSH9331 ,,,8533,346,0,2
84b5ac,1669343786,RJFF,1669348072,,JJP504  ,642,58,,,0,0
88434f,1669343590,VTBS,1669345649,,BKP941  ,2778,356,,,0,0
7c2535,1669347339,YBDG,1669348349,YBLT,HMV     ,2634,150,16990,675,0,0
7c4878,1669341885,,1669343871,YSSY,RXA6668 ,,,1752,1,0,2
a08f5c,1669342388,KSJC,1669345752,KLGB,LN135SH ,195,72,794,79,2,8
a17bc3,1669343622,KHFY,1669344465,KUWL,N195LL  ,2220,29,6917,323,8,14
a23195,1669342240,K3MY,1669343076,9IL0,N240SF  ,9662,11,7468,403,1,14
a48e7b,1669345157,KMSY,1669348619,KATL,FFT1498 ,1666,6,2755,15,1,20
c00b7c,1669343078,CYYZ,1669347024,KLGA,JZA998  ,1744,21,538,82,1,3
c813b6,1669346146,,1669347739,NZNV,ZKHUP   ,,,1033,128,0,0
e495cc,1669343203,,1669346500,,GLO2118 ,,,,,0,0
71c059,1669343824,,1669344508,,AAR8196 ,,,,,0,0
71c334,1669342526,,1669347088,,JJA1154 ,,,,,0,0
76aa6b,1669345771,,1669347011,,JSA202  ,,,,,0,0
780eb7,1669347550,,1669348281,ZGSZ,CSZ9928 ,,,3625,110,0,0
78920a,1669341679,,1669343249,VHSK,LVF     ,,,16427,114,0,1
8001c5,1669345773,VOBG,1669347468,,VTAAT   ,1439,87,,,0,0
861e92,1669344362,RJTT,1669348388,,ADO83   ,2104,393,,,0,0
86789e,1669342770,RJOO,1669344928,,ANA765  ,1040,45,,,0,0
89656a,1669344423,OTBD,1669346788,OMDW,FDB1LF  ,948,19,3167,26,1,1
8991d6,1669343887,RCTP,1669346846,,SJX711  ,4391,478,,,0,0
7c0b4a,1669346178,YPJT,1669346879,YRTI,CIK     ,689,30,663,3,0,1
7c0b4a,1669343720,YRTI,1669344457,YPJT,CIK     ,83,34,721,0,0,2
7c0b4a,1669342258,YPJT,1669342941,YRTI,CIK     ,418,0,753,3,0,1
a3fcc0,1669345279,05CL,1669347035,CA92,N356T   ,2726,786,4769,30,2,8
a5949f,1669345004,KLCI,1669348008,KHPN,NTW459  ,5182,717,4126,132,0,0
e482c6,1669345801,,1669348212,SBMT,TAM3443 ,,,19990,1068,0,2
e486c2,1669342274,,1669345764,,TAM3408 ,,,,,0,0
e495b3,1669341671,SBKP,1669343574,,AZU4025 ,5156,496,,,0,0
758226,1669346750,RPLL,1669348606,,CEB781  ,164,68,,,1,0
7586ff,1669342785,RPLL,1669344554,,CEB951  ,156,68,,,1,0
800c0a,1669344395,VOBL,1669347470,,LLR501  ,2452,251,,,1,0
800be7,1669342563,,1669345451,VOBL,AIC603  ,,,4184,68,0,2
899147,1669345596,RCSS,1669347958,RCQC,MDA369  ,862,169,23034,1835,0,0
8990bf,1669343743,RCSS,1669345855,RCKH,B91688  ,1483,322,9573,424,0,3
7c15e1,1669343370,YPPF,1669344179,YLYK,ELV     ,481,9,11594,1043,2,1
7c2bee,1669344894,YPAD,1669346198,,JTE784D ,1103,13,,,0,0
7c44f6,1669343169,YPJT,1669344809,,FD626J  ,419,46,,,0,0
7c3adf,1669342183,YMMB,1669345617,YMMB,LWX     ,963,7,1509,15,0,0
a5b954,1669342838,KPHX,1669348699,KDEN,SWA203  ,834,86,4479,138,1,17
c055eb,1669342420,CYUL,1669345306,CYUL,JZA218  ,940,35,1390,58,0,3
c824a4,1669342940,,1669344718,NZWL,ZKMSR   ,,,24976,339,0,1
c81bae,1669342249,NZWP,1669343458,NZWP,ZKHHT   ,8726,182,9392,167,1,3
800cdc,1669344143,VOBL,1669345790,,IGO405  ,2855,198,,,1,0
8880a3,1669346283,,1669347712,VVGL,HVN244  ,,,26347,2049,0,0
8881c4,1669347331,VVNB,1669348719,,BAV1417 ,12430,1413,,,1,0
89648c,1669347642,OMDB,1669348403,,FDB341  ,551,41,,,0,0
89911b,1669342403,,1669344131,,CAL5882 ,,,,,0,0
7c01eb,1669342311,YSPT,1669344259,YCDR,ANX     ,701,22,6484,430,0,1
7c4398,1669344788,YSCN,1669347951,YSCN,NMY     ,1910,128,2392,150,1,5
a9eb6e,1669345566,KAVQ,1669348729,KE25,N7382N  ,7173,417,4437,349,3,6
aa5823,1669343947,,1669346925,MMHO,N766DF  ,,,1254,38,0,0
e49284,1669342839,SBKP,1669344796,,AZU4711 ,2625,344,,,0,0
151ed0,1669345381,,1669347176,UUDD,SBI1024 ,,,5169,87,0,3
155bf9,1669343865,,1669345940,,LLM188  ,,,,,0,0
39a04c,1669345544,LFRS,1669348541,LFLY,OYO10   ,3807,909,12618,629,0,5
39a04c,1669342675,LFRN,1669343549,LFFI,OYO10   ,3219,815,19646,918,0,1
440c1b,1669344546,EBLG,1669346842,EDDV,TAY4823 ,52,88,1659,10,0,2
4bc856,1669345154,,1669348632,LTFJ,PGT9DM  ,,,3561,163,0,2
71bf17,1669344184,,1669346737,RKSS,KAL1182 ,,,4314,103,0,5
881bc6,1669346141,,1669347176,YTBF,SNY33   ,,,4527,419,0,1
7c8022,1669343926,YBBN,1669345994,,RXA5726 ,1063,3,,,0,0
7c80ff,1669344814,,1669346487,YPPH,RXA2356 ,,,577,5,0,1
a90824,1669341836,KLAS,1669345853,KSMF,NKS1808 ,1122,123,2280,46,2,20
70e064,1669345354,,1669346626,VTBS,KME701  ,,,7138,295,0,1
750279,1669343336,WMSA,1669345306,,FFM1338 ,2109,231,,,0,0
7503ab,1669343400,,1669345134,,MAS861  ,,,,,0,0
800db8,1669345174,VIDP,1669347768,,IAD744  ,3422,31,,,1,0
84b40d,1669343255,RJCJ,1669347742,RJAA,APJ572  ,1755,423,25639,1412,1,0
872f5d,1669343422,RJOA,1669344349,RJOA,        ,14798,818,4396,110,0,0
885315,1669343013,VTCC,1669346106,VTBS,THD103  ,1247,126,8013,341,0,1
7c79d8,1669342516,YPJT,1669346184,YPJT,HARR86  ,1541,76,727,0,0,2
a44969,1669342503,KATL,1669344149,,DAL1570 ,1389,7,,,1,0
c054a0,1669346534,CYYC,1669348431,,JZA395  ,1265,20,,,0,0
c055c1,1669342880,CYUL,1669347119,CYTZ,JZA7977 ,961,43,441,15,0,3
7808b4,1669343954,,1669344561,ZGSZ,CSZ9852 ,,,7960,323,0,1
800520,1669344317,,1669347408,VECC,AIC728  ,,,196,12,0,2
801411,1669343229,,1669348014,VIDP,IGO2398 ,,,1354,38,0,2
800fd1,1669345431,,1669346109,,IGO7121 ,,,,,0,0
7c01c1,1669345736,YSSY,1669348313,YSCB,AM286   ,865,16,1044,3,0,0
7c33b1,1669344574,YMMB,1669346514,YLEG,KHV     ,1161,30,7680,872,0,1
7c52f8,1669343196,YSSY,1669345369,YBUY,QLK621D ,812,24,17589,2212,0,0
7c4a46,1669346050,,1669347525,YMEN,SH103   ,,,567,55,0,3
7c60c8,1669345413,YBCG,1669346913,YLIS,TEI     ,3081,275,5661,743,0,2
7c753d,1669346373,YPPH,1669348492,,PY4081  ,243,5,,,0,0
8a0909,1669342201,,1669343889,,SJV911  ,,,,,0,0
a624d1,1669342509,,1669345335,KAPA,EMD4    ,,,2358,117,0,7
ac66ac,1669345116,RPLL,1669346759,,O8989N  ,149,243,,,1,0
abc3c6,1669342440,KDEN,1669347950,,SWA2737 ,6120,120,,,5,0
acbfec,1669341940,KRVS,1669342918,KH71,N920U   ,6857,49,3631,206,2,9
0d03f3,1669341756,MMMX,1669343515,,SLI2046 ,318,103,,,0,0
4bb866,1669345084,,1669347567,LTFJ,PGT819  ,,,3469,156,0,2
71c261,1669342299,,1669343150,,JJA504  ,,,,,0,0
750457,1669346205,WMKK,1669347903,,AXM6308 ,11770,832,,,0,0
8470a0,1669343461,RJCJ,1669348289,RJTT,ADO18   ,1720,346,3646,12,1,2
880444,1669342781,VTBD,1669343775,,AIQ3237 ,5361,545,,,0,0
88819d,1669345894,,1669347219,VVGL,BAV1262 ,,,27241,2171,0,0
a51679,1669341930,,1669343710,KPIM,N427JS  ,,,9607,608,0,6
c05efd,1669346735,CYYC,1669348609,,JZA407  ,1315,13,,,0,0
c828bb,1669345281,NZCH,1669347614,,FDC14   ,109,130,,,1,0
3c70b4,1669345329,EPKT,1669348619,EDDP,BCS5919 ,193,85,1355,19,0,6
7020ae,1669341931,VGZR,1669344328,,AWA441  ,1985,318,,,2,0
758511,1669344631,RPLL,1669346639,,SRQ6881 ,857,7,,,1,0
800d3b,1669343797,VIDP,1669346824,,LLR713  ,529,14,,,1,0
800db1,1669346250,,1669348162,,IGO7246 ,,,,,0,0
8511ec,1669343330,,1669346937,RJTT,JAL690  ,,,4383,80,0,1
8674aa,1669345393,,1669347115,,CKSTR1  ,,,,,0,0
885154,1669342344,VTBS,1669343047,,THA431  ,3051,348,,,0,0
7c35d1,1669344187,,1669348061,YBCG,KWZ     ,,,3152,229,0,2
152073,1669343780,,1669348639,UUBW,SVR2448 ,,,24425,593,0,1
0d0648,1669343713,,1669345349,MMMX,SLI2599 ,,,593,111,0,1
800cd7,1669342413,,1669345739,VOBL,GOW317  ,,,3964,53,0,2
846888,1669344794,RJTT,1669348638,,ANA793  ,4130,134,,,0,0
85d42c,1669342688,RJGG,1669344081,,ANA579  ,1120,170,,,0,0
8963bb,1669344285,,1669345739,OMDB,FDB446  ,,,1862,41,0,2
8963ff,1669345233,,1669346407,,ABY536  ,,,,,0,0
a1c0fb,1669346861,,1669348315,KSFF,N212AL  ,,,1538,69,0,19
a535be,1669344096,KLAX,1669345198,,AAL2205 ,607,22,,,2,0
c0248b,1669342170,,1669346272,CYVR,ACA253  ,,,1671,57,0,2
e80259,1669343994,,1669345735,SPJC,LPE2256 ,,,7482,277,0,5
e80457,1669345653,,1669347265,SBMT,LAN760  ,,,7019,558,0,2
801420,1669342382,,1669344244,VOBL,VTI898  ,,,3316,30,0,2
800ba0,1669344131,,1669346377,VIDP,LLR858  ,,,1274,46,0,2
899023,1669344483,RCSS,1669346429,,MDA1269 ,3432,604,,,0,0
7c237c,1669343730,YMMB,1669345006,YMMB,HAM     ,706,30,1653,45,0,0
7c6b12,1669345181,,1669348462,YSSY,JST748  ,,,2486,16,0,2
7c6bef,1669341765,YMEN,1669345178,YSSY,VLT     ,873,2,1883,21,1,2
7c7a03,1669345654,YSBK,1669347369,YSBK,YDX     ,1033,8,1028,8,1,2
a537b2,1669341888,KSJC,1669344744,KBUR,SWA2444 ,1104,72,2476,0,2,4
a8103e,1669346454,,1669348661,PANC,ASA9672 ,,,909,113,0,14
c8210d,1669344047,NZAA,1669348360,NZCH,ANZ551  ,932,107,23,107,0,3
e8042c,1669343809,,1669348165,SPJC,LPE2240 ,,,9379,361,0,5
0d05e4,1669345002,,1669345828,MMMX,SLI125  ,,,383,111,0,1
30019c,1669343587,EDDN,1669346999,LIMC,NOS8403 ,660,36,1148,58,0,4
344649,1669343007,LIMC,1669347635,LHBP,BCS4286 ,1003,35,1372,51,2,7
396668,1669343580,LFML,1669344645,,FPO775  ,4033,289,,,1,0
71c056,1669346306,RKTN,1669347966,,TWB9807 ,6537,909,,,0,0
85d098,1669344126,RJGG,1669345198,,ANA329  ,1961,102,,,0,0
87cc09,1669341737,,1669345140,RJNA,COBBY62 ,,,1485,23,0,1
7c16a8,1669346065,,1669346860,YBWW,ERE     ,,,5043,553,0,3
7c5320,1669342607,YMML,1669345942,,QFA35   ,805,40,,,1,0
a01b56,1669342353,KATL,1669347778,KORD,DAL1453 ,2275,91,1530,52,0,5
a1973f,1669341853,KSBD,1669343925,KCMA,N201RP  ,2632,591,16115,1256,1,2
a2c5db,1669342291,KSEA,1669344235,CYVR,SKW3808 ,1198,71,1058,72,2,3
a6b174,1669346166,68IS,1669347376,KMDW,N530LN  ,4657,217,7232,1,13,4
a6b174,1669341955,K10C,1669342949,KC77,N530LN  ,11849,99,6978,172,1,39
abef54,1669346213,KBNA,1669348243,KATL,SWA3789 ,2122,23,2140,38,0,21
c055d8,1669345863,CYYZ,1669347941,CPN8,JZA266  ,1201,13,3197,272,1,4
c82817,1669343002,NZAA,1669348569,NZMZ,GBA755  ,1294,122,5146,755,0,3
152021,1669342151,,1669347270,UUEE,AFL1217 ,,,6628,206,0,0
3a46b3,1669344990,NTAA,1669345643,,VT468   ,1359,105,,,0,0
4bb874,1669345172,,1669347248,LTFJ,PGT2FU  ,,,3588,163,0,2
71bf47,1669345629,,1669348379,RKSS,AAR8932 ,,,2752,27,0,4
750069,1669345663,WBGJ,1669346459,WBAK,MWG3473 ,1987,254,20116,1963,0,1
750069,1669342790,,1669343510,WBGJ,MWG3472 ,,,7789,369,0,1
800cc9,1669346264,VECC,1669348072,,IAD582  ,260,20,,,0,0
880452,1669342562,,1669343926,VTBD,AIQ3228 ,,,24197,1048,0,0
884214,1669344415,VTBS,1669347586,VTCC,BKP223  ,2889,356,3242,88,0,1
8963ad,1669346058,OTBD,1669348313,OMDW,FDB1ZL  ,2240,80,3040,18,1,1
7c2baf,1669344334,,1669346278,YPPH,VOZ1724 ,,,997,20,0,2
7c3fbd,1669341756,,1669343287,YPJT,MVJ     ,,,1380,61,0,2
a4e0d2,1669343484,4CA7,1669345691,KSAC,REH05   ,6389,627,5730,30,2,18
a5b18a,1669341671,KDEN,1669342648,,SKW5183 ,3693,59,,,2,0
abcf19,1669343618,KTPA,1669345014,KGNV,N860CR  ,1425,159,7537,273,1,9
c82081,1669342483,NZCH,1669344317,NZWN,ANZ366  ,85,130,6973,452,1,0
780924,1669342739,,1669345064,,CHC92A  ,,,,,0,0
8880a5,1669344037,,1669345107,VVGL,HVN158  ,,,26000,1790,0,1
8880e9,1669345443,,1669346669,VVGL,VJC408  ,,,26333,2194,0,0
8965e1,1669347511,,1669348400,OMAA,ADY102  ,,,12997,529,0,2
7c30be,1669345485,YMMB,1669347670,YMMB,JWW     ,3609,213,2855,68,0,0
7c3344,1669341909,YMMB,1669346637,YOLA,KEU     ,1011,30,13063,956,0,0
7c4510,1669343111,,1669346213,YSSY,QJE1534 ,,,1880,21,0,2
7c6215,1669343597,,1669344347,YADG,TNR     ,,,11972,423,0,0
a3b8dc,1669345035,52CL,1669347229,KTOA,N339SP  ,8429,1196,1448,31,1,7
c8279f,1669342104,,1669343099,NZOM,CGE73   ,,,25367,700,0,0
e8043c,1669344890,,1669346172,SAEZ,LAN471  ,,,2035,5,0,4
151e7f,1669344315,,1669347298,,KAR476  ,,,,,0,0
0d0ded,1669346132,,1669347106,MMMX,VIV1353 ,,,17033,734,0,1
4ba934,1669342683,OLBA,1669348057,LTFM,THY9QG  ,3514,468,5964,342,0,2
4bb869,1669343474,,1669346159,LTFJ,PGT817  ,,,3546,163,0,2
71c220,1669342452,RJBB,1669348633,RKSI,TWB282  ,1003,91,19434,1135,0,0
7585e1,1669341753,RPLL,1669343549,,APG331  ,2302,76,,,1,0
781623,1669347104,,1669347759,ZGSZ,CSN6444 ,,,8488,361,0,2
8013e2,1669344352,,1669347438,VOBL,IGO287  ,,,4080,53,0,2
84657c,1669342904,RJOO,1669347132,,ANA745  ,1012,53,,,0,0
880843,1669344757,,1669346199,VTBD,AIQ609  ,,,25720,1094,0,0
7c6a5e,1669346670,YPAD,1669348106,,RSCU52  ,852,36,,,0,0
7c8168,1669342385,YOLA,1669344189,YMMB,ZUI     ,1767,948,1657,15,0,0
8a0394,1669342743,,1669344022,,AWQ125  ,,,,,0,0
a6e12d,1669342150,KATL,1669344580,KJAX,DAL1332 ,817,22,6966,280,1,6
ac30b6,1669342844,KDEN,1669344478,,LYM4230 ,5741,150,,,5,0
151dea,1669341707,,1669344916,,SDM6412 ,,,,,0,0
0d0ac1,1669344386,MMMX,1669345169,,SLI1132 ,1019,12,,,0,0
347191,1669342676,EGNX,1669347896,,BCS3CA  ,302,104,,,0,0
4cab69,1669345472,,1669348471,LIRF,MSA9643 ,,,3998,79,0,3
841b28,1669343090,,1669347716,RJCJ,JJP109  ,,,2998,141,0,1
7c627b,1669347516,YPAD,1669348347,,QLK144  ,2235,115,,,0,0
7c6728,1669343700,,1669348144,YSBK,UNU     ,,,269,24,0,2
7c6aea,1669347079,YBBN,1669348699,,VEK     ,866,11,,,0,0
a38992,1669343011,KATL,1669344285,,DAL2906 ,894,30,,,1,0
ac5829,1669345632,KPNS,1669347199,KPNS,N895CR  ,3102,313,5729,222,1,15
c05d3c,1669341988,CYYZ,1669348092,,JZA330  ,1392,28,,,1,0
c07446,1669343367,CYXE,1669345326,,CGSAV   ,606,6,,,1,0
c8281b,1669341992,NZAA,1669344591,NZAA,PLC2    ,8699,114,8811,69,0,3
c81ebe,1669345197,NZAR,1669345968,NZWP,ZKIRP   ,4853,301,9274,182,0,3
151e1e,1669341861,,1669348066,,PBD592  ,,,,,0,0
0d075f,1669345204,MMMX,1669346369,,AMX108  ,212,103,,,0,0
4bb0b2,1669341699,LTFM,1669347339,LLBG,THY6142 ,5824,647,7638,339,0,4
71c324,1669343192,,1669344778,RKTU,TWB872  ,,,19527,2197,0,0
7807ae,1669342098,ZGSZ,1669343046,,CSZ9633 ,6992,765,,,0,0
8014e6,1669345443,VOBL,1669348191,VOMM,AKJ1319 ,3320,175,2375,37,0,1
86d200,1669346027,RJOO,1669348645,RJTT,ANA24   ,1124,53,4772,103,0,1
8880d8,1669346231,,1669347537,VVGL,VJC402  ,,,26172,2438,0,1
